# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora18241	nucleolar gtp-binding protein
Amillepora18247	EGF_like
Amillepora18245	Transmembrane protein 214
Amillepora18244	nucleolar protein 4
Amillepora18258	acid-sensing (proton-gated) ion channel
Amillepora18254	acid-sensing (proton-gated) ion channel
Amillepora18259	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
Amillepora18249	Mitochondrial E3 ubiquitin protein ligase 1
Amillepora18248	domain containing
Amillepora18256	acid-sensing (proton-gated) ion channel
Amillepora18261	Chromosome 6 open reading frame 62
Amillepora18260	failed axon connections homolog (Drosophila)
Amillepora18269	NA
Amillepora18267	NA
Amillepora18278	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18276	Inherit from euNOG: Retrotransposon protein
Amillepora18275	protein Hydra magnipapillata
Amillepora18277	NA
Amillepora18285	protein Hydra magnipapillata
Amillepora18293	FYVE, RhoGEF and PH domain containing
Amillepora18292	NA
Amillepora18313	Pao retrotransposon peptidase 
Amillepora18324	threonine
Amillepora18319	Inherit from COG: ADP-ribosylation Crystallin J1
Amillepora18320	Inherit from COG: ADP-ribosylation Crystallin J1
Amillepora18329	NA
Amillepora18327	threonine
Amillepora18328	ubiquitin-conjugating enzyme
Amillepora18331	leucine rich repeat containing
Amillepora18334	NA
Amillepora18335	Peptidase M20 domain containing 1
Amillepora18349	UTP23, small subunit (SSU) processome component, homolog (yeast)
Amillepora18348	Signal sequence receptor delta
Amillepora18353	Helicase with zinc finger
Amillepora18357	Major Facilitator Superfamily
Amillepora18356	Major Facilitator Superfamily
Amillepora18351	TBC1 domain family member
Amillepora18352	GRIP1 associated protein 1
Amillepora18350	TBC1 domain family member
Amillepora18360	Major Facilitator Superfamily
Amillepora18365	Major Facilitator Superfamily
Amillepora18361	Major Facilitator Superfamily
Amillepora18358	FA58C
Amillepora18363	Major Facilitator Superfamily
Amillepora18362	Major Facilitator Superfamily
Amillepora18378	Major Facilitator Superfamily
Amillepora18372	Major Facilitator Superfamily
Amillepora18371	Major Facilitator Superfamily
Amillepora18368	Major Facilitator Superfamily
Amillepora18375	Major Facilitator Superfamily
Amillepora18367	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18370	Major Facilitator Superfamily
Amillepora18366	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18376	Major Facilitator Superfamily
Amillepora18373	Major Facilitator Superfamily
Amillepora18383	Major Facilitator Superfamily
Amillepora18380	Major Facilitator Superfamily
Amillepora18381	Major Facilitator Superfamily
Amillepora18379	Major Facilitator Superfamily
Amillepora18385	Major Facilitator Superfamily
Amillepora18389	Major Facilitator Superfamily
Amillepora18388	Major Facilitator Superfamily
Amillepora18387	Major Facilitator Superfamily
Amillepora18382	Major Facilitator Superfamily
Amillepora18384	Major Facilitator Superfamily
Amillepora18398	Ring finger protein 123
Amillepora18392	Major Facilitator Superfamily
Amillepora18395	Fibroblast growth factor receptor
Amillepora18390	NA
Amillepora18393	Major Facilitator Superfamily
Amillepora18404	von Willebrand factor A domain containing 7
Amillepora18401	Twinfilin, actin-binding protein, homolog
Amillepora18406	von Willebrand factor A domain containing 7
Amillepora18400	mannose-1-phosphate guanyltransferase
Amillepora18412	von Willebrand factor A domain containing 7
Amillepora18417	Vpr (HIV-1) binding protein
Amillepora18415	Vpr (HIV-1) binding protein
Amillepora18414	NA
Amillepora18422	Vpr (HIV-1) binding protein
Amillepora18420	Vpr (HIV-1) binding protein
Amillepora18429	mannose receptor, C type 1
Amillepora18434	bicaudal D homolog
Amillepora18438	Protein tyrosine phosphatase, non-receptor type
Amillepora18436	membrane associated guanylate kinase, WW and PDZ domain containing
Amillepora18433	ADP-ribosylation factor-like
Amillepora18437	Tudor domain containing 9
Amillepora18444	solute carrier family 25 (mitochondrial carrier)
Amillepora18442	sorting nexin
Amillepora18440	Endonuclease domain containing 1
Amillepora18443	fez family zinc finger
Amillepora18445	Dynein, light chain
Amillepora18450	Elongation factor Tu GTP binding domain
Amillepora18457	Monoglyceride lipase
Amillepora18452	Calcium channel, voltage-dependent
Amillepora18456	archaelysin family metallopeptidase
Amillepora18454	NA
Amillepora18455	Mediator complex subunit 20
Amillepora18449	complex ard1 subunit
Amillepora18453	Neurotrophic factor
Amillepora18447	calcium calmodulin-dependent protein kinase
Amillepora18451	DCP1 decapping enzyme homolog b (S. cerevisiae)
Amillepora18461	EF-hand calcium binding domain 12
Amillepora18459	NA
Amillepora18458	ER degradation enhancer, mannosidase alpha-like 1
Amillepora18460	NA
Amillepora18462	atp-dependent rna helicase
Amillepora18464	Conserved hypothetical protein
Amillepora18465	NA
Amillepora18468	NA
Amillepora18469	Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'- phosphodiester. May act as a RNA ligase with broad substrate specificity, and may function toward other RNAs (By similarity)
Amillepora18475	mannose receptor, C type
Amillepora18477	mannose receptor, C type 1
Amillepora18476	mannose receptor, C type 1
Amillepora18486	membrane associated guanylate kinase, WW and PDZ domain containing
Amillepora18484	bicaudal D homolog
Amillepora18489	Dehydrogenase
Amillepora18482	ADP-ribosylation factor-like
Amillepora18487	Polyglutamine binding protein 1
Amillepora18488	F-box and leucine-rich repeat protein 13
Amillepora18481	mannose receptor, C type 1
Amillepora18506	solute carrier family 41 member
Amillepora18491	member RAS oncogene family
Amillepora18498	solute carrier family 35 member
Amillepora18500	ankyrin repeat and BTB POZ
Amillepora18493	fibrous sheath interacting protein 1
Amillepora18501	ubiquitin-conjugating enzyme
Amillepora18492	RNA binding motif protein 17
Amillepora18502	Zinc finger, C3HC-type containing 1
Amillepora18499	F-box protein 7
Amillepora18514	alcohol dehydrogenase
Amillepora18515	growth regulation by estrogen in breast
Amillepora18516	growth regulation by estrogen in breast
Amillepora18508	Removes the N-terminal methionine from nascent proteins (By similarity)
Amillepora18507	tripartite motif containing
Amillepora18524	Transcription factor
Amillepora18521	growth regulation by estrogen in breast
Amillepora18523	growth regulation by estrogen in breast
Amillepora18527	solute carrier family 5 (sodium glucose cotransporter), member
Amillepora18526	solute carrier family 5 (sodium glucose cotransporter), member
Amillepora18529	u3 small nucleolar ribonucleoprotein
Amillepora18533	Conserved hypothetical protein
Amillepora18530	Tudor domain containing 9
Amillepora18534	Conserved hypothetical protein
Amillepora18531	Tudor domain containing 9
Amillepora18536	Transmembrane BAX inhibitor motif containing 4
Amillepora18537	patatin-like phospholipase domain containing 8
Amillepora18538	PDZ domain containing RING finger 3
Amillepora18542	mannose receptor, C type 1
Amillepora18543	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity)
Amillepora18539	cadherin, EGF LAG seven-pass G-type receptor
Amillepora18541	Actin
Amillepora18540	n-methyltransferase
Amillepora18550	copine family
Amillepora18549	transmembrane protein, adipocyte asscociated 1
Amillepora18557	Inherit from NOG: phospholipase c
Amillepora18556	asparagine-linked glycosylation 12, alpha-1,6-mannosyltransferase homolog (S. cerevisiae)
Amillepora18558	laminin beta
Amillepora18572	laminin beta
Amillepora18560	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18563	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18562	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18581	laminin beta
Amillepora18576	laminin beta
Amillepora18586	MYCBP AMY-1-associated, testis expressed 1
Amillepora18570	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18584	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18575	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18580	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18567	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18574	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18579	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18566	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18565	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18590	Integrase core domain
Amillepora18599	NA
Amillepora18597	Pao retrotransposon peptidase 
Amillepora18595	MULE transposase domain
Amillepora18591	protein Hydra magnipapillata
Amillepora18596	Pao retrotransposon peptidase 
Amillepora18593	THAP domain containing 11
Amillepora18592	protein Hydra magnipapillata
Amillepora18608	NA
Amillepora18613	NA
Amillepora18606	Inherit from KOG: Growth factor receptor
Amillepora18611	Inherit from KOG: transposon protein
Amillepora18607	NA
Amillepora18627	Inherit from euNOG: solute carrier family 17
Amillepora18621	Pao retrotransposon peptidase 
Amillepora18624	protein Hydra magnipapillata
Amillepora18618	to transposase domain-containing protein
Amillepora18614	NA
Amillepora18626	THAP
Amillepora18628	DNA helicase
Amillepora18635	NA
Amillepora18632	Hydra magnipapillata
Amillepora18629	Inherit from KOG: transposon protein
Amillepora18634	integrase core domain protein
Amillepora18637	NA
Amillepora18650	NA
Amillepora18657	NA
Amillepora18671	NA
Amillepora18670	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora26276	Putative peptidase (DUF1758)
Amillepora26275	Protein of unknown function (DUF1759)
Amillepora26277	Putative peptidase (DUF1758)
Amillepora26279	sidekick cell adhesion molecule 2
Amillepora26281	Fibronectin type III domain
Amillepora26280	sidekick cell adhesion molecule 2
Amillepora26278	NA
Amillepora26259	Dystrophin
Amillepora26271	spectrin repeat containing, nuclear envelope
Amillepora26261	Growth-Arrest-Specific Protein 2 Domain
Amillepora26266	Growth-Arrest-Specific Protein 2 Domain
Amillepora26263	Growth-Arrest-Specific Protein 2 Domain
Amillepora26272	Inherit from COG: acetyltransferase
Amillepora26288	NA
Amillepora26290	Membrane frizzled-related protein
Amillepora26283	Ligand-gated ion channel
Amillepora26282	Ligand-gated ion channel
Amillepora26292	protein phosphatase 2C-like domain containing 1
Amillepora26295	protein phosphatase 2C-like domain containing 1
Amillepora26293	nucleolar and spindle associated protein 1
Amillepora26296	nucleolar and spindle associated protein 1
Amillepora26291	vacuolar protein sorting 8 homolog (S. cerevisiae)
Amillepora26294	vacuolar protein sorting 8 homolog (S. cerevisiae)
Amillepora26297	Spectrin beta
Amillepora26299	PTK7 protein tyrosine kinase 7
Amillepora26298	prolyl 4-hydroxylase
Amillepora26312	Poly(A)-specific ribonuclease (PARN)-like domain containing 1
Amillepora26313	thioredoxin-related transmembrane protein
Amillepora26310	EH-domain containing
Amillepora26320	NA
Amillepora26322	NA
Amillepora26329	Ribosomal protein
Amillepora26326	kiaa1958
Amillepora26327	Inherit from opiNOG: to reverse transcriptase
Amillepora26325	WD repeat domain 16
Amillepora26332	chromosome 7 open reading frame 62
Amillepora26337	Clusterin associated protein 1
Amillepora26352	Retinoblastoma binding protein 6
Amillepora26384	Retrotransposon protein
Amillepora26385	piggyBac transposable element derived 4
Amillepora26391	NA
Amillepora26386	Herpesvirus alkaline exonuclease
Amillepora26390	NA
Amillepora26389	protein Hydra magnipapillata
Amillepora26388	NA
Amillepora26396	NA
Amillepora26394	integrase core domain protein
Amillepora26397	NA
Amillepora26395	integrase core domain protein
Amillepora26401	to transposase domain-containing protein
Amillepora26402	to transposase domain-containing protein
Amillepora26398	Pao retrotransposon peptidase 
Amillepora26407	Inherit from KOG: Growth factor receptor
Amillepora26416	NA
Amillepora26415	NA
Amillepora26414	NA
Amillepora26412	NA
Amillepora26410	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora26413	NA
Amillepora26409	NA
Amillepora26424	NA
Amillepora26420	NA
Amillepora26423	NA
Amillepora26417	NA
Amillepora26418	piggyBac transposable element derived 4
Amillepora26425	Inherit from KOG: DNA helicase
Amillepora26421	NA
Amillepora26434	Inherit from KOG: transposon protein
Amillepora26431	Inherit from opiNOG: to reverse transcriptase
Amillepora26428	NA
Amillepora26442	to conserved
Amillepora26439	protein Hydra magnipapillata
Amillepora26452	NA
Amillepora26449	NA
Amillepora26453	Zinc finger protein 862
Amillepora26448	NA
Amillepora26436	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26463	protein Hydra magnipapillata
Amillepora26467	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26469	piggyBac transposable element derived 4
Amillepora26475	YqaJ-like viral recombinase domain
Amillepora26474	Inherit from opiNOG: Pfam:DDE
Amillepora26478	Transducin-like enhancer of split
Amillepora26477	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)
Amillepora26480	Ribosome biogenesis ATPase
Amillepora26476	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)
Amillepora26479	NA
Amillepora26490	NA
Amillepora26485	DNA repair protein
Amillepora26484	chromosome 1 open reading frame 43
Amillepora26482	ADAM metallopeptidase domain 10
Amillepora26487	Inherit from KOG: Growth factor receptor
Amillepora26493	NA
Amillepora26497	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26499	NA
Amillepora26513	Spermatogenesis associated, serine-rich
Amillepora26512	neuralized homolog 4 (Drosophila)
Amillepora26521	Filamin C, gamma
Amillepora26508	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26517	BTB POZ domain containing
Amillepora26516	ubiquitin carboxyl-terminal hydrolase
Amillepora26503	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26511	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26519	DnaJ domain
Amillepora26506	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26528	Microspherule protein 1
Amillepora26529	(actinin), alpha
Amillepora26523	death-associated protein
Amillepora26530	NA
Amillepora26522	NA
Amillepora26531	Aryl hydrocarbon receptor
Amillepora26541	activating enzyme
Amillepora26537	myosin light chain
Amillepora26542	solute carrier family 7, member 6 opposite strand
Amillepora26539	ubiquitin-conjugating enzyme
